31,11.4,PG
28,10.1,SF
30,18,C
23,6.5,PG
30,14,C
30,12.7,SF
30,13.7,SF
30,10.3,SF
32,14.1,SG
23,14.7,SF
26,15.4,C
28,9.2,SF
29,17.6,SF
24,6.9,SF
23,16.6,SF
27,11.6,C
22,18.6,PF
26,5.9,SG
29,20.5,PG
24,17.4,C
28,14.4,PG
25,9.6,SG
21,10.7,PG
23,15.6,PF
25,18.2,PF
25,8.8,SF
25,9.1,SF
25,4.7,SF
30,12.1,SG
24,13,SF
24,18.9,SG
23,17,SF
21,17.4,SF
29,-0.8,C
36,21.3,C
29,16.6,C
24,23.5,SF
24,10.4,SG
23,11.6,SF
23,14.6,PF
35,10.6,PG
22,5.6,SF
23,12.8,PG
26,15.5,PF
22,12.9,PF
29,15.3,SF
24,15.4,PF
27,6.4,C
29,14,C
27,24.2,PF
28,16.8,SG
24,19.8,SG
30,10.2,PF
24,0.5,SG
28,12.9,PG
23,9.2,C
28,9.6,SG
28,8.6,SG
28,9.9,SG
30,14.3,SF
25,14,SF
35,17.1,SG
25,9,C
24,9.6,C
29,9.4,PG
33,13.4,PG
28,17.3,PF
33,7.8,SF
25,16.8,C
25,13.5,SG
22,12,SG
26,18.5,C
32,6.7,PF
24,16.6,PF
27,16.4,PG
23,12.1,SG
25,12.4,SG
23,13.5,SF
24,15.1,SG
25,14.5,PG
27,11.2,C
27,14.1,SG
27,15.8,C
27,13.5,C
35,10.8,PG
35,10.6,PG
35,11,PG
28,0.9,C
22,15.3,C
27,13.8,PF
22,19.8,PF
26,8.6,C
23,15.8,SG
27,24.6,SF
28,14.4,PG
25,13.4,SF
28,14.3,PG
29,18.5,SG
27,17.6,C
23,12.3,SF
25,7.6,PF
26,15.3,C
29,20.5,SF
25,16.5,PG
21,14.5,SG
29,16.4,PG
28,10.2,SG
27,12.3,C
24,10.6,PG
23,15.5,SG
23,16.2,SG
23,12.2,SG
24,7.9,PG
28,16.2,C
22,8.2,SG
23,15.1,SF
31,6.1,PF
24,5.3,C
30,22.2,SF
33,22.9,SF
28,10.4,PG
30,9.6,PF
23,14.6,PG
27,10.4,PG
23,11.9,PG
30,18.8,SG
23,12.3,PF
27,10.2,SF
24,18.5,PF
31,19.3,SG
23,8.6,PF
34,18.8,C
28,15.5,SG
24,14.1,C
22,10.1,PG
29,18,PG
23,9.2,PF
26,13.5,PF
30,13.1,SG
25,16.1,SG
28,9.6,SG
23,7.6,SG
26,10.6,SF
22,10.5,PG
23,10.3,PF
33,9.5,PF
38,10.3,PF
28,8.9,C
28,14.7,PG
24,10.1,SF
26,4.5,PG
30,6.5,PG
22,10.4,SF
23,8.7,SG
30,10.5,PG
27,15.9,SF
26,13.3,PG
27,8.1,PF
35,21.1,C
24,7.7,SG
27,6.8,SG
27,9.1,C
29,12.8,SG
28,14.2,SG
24,16.6,SF
25,13.6,PG
27,15.3,SF
24,22.6,PG
27,19.4,SF
